X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,Class Label
134.6391941,132.7307692,127.9456654,17.17328483,15.71798681,13.53889536,0.83479822,0.807489408,0.761999287,3.280584667,3.297558256,3.229562573,5.949117774,5.845813603,5.65015179,107,104,95,0.001250777,174.6491228,0.002594468,9.877523566,0.001297099,194.8826632,0.002475361,9.824093958,0.001242568,171.1400876,0.002672989,9.887929592,0.001207071,230.0134788,0.002170671,9.921475996,0.315018315,0.201465201,0.024420024,0.026862027,0.015873016,0.026251526,0.012210012,0.007936508,0.029304029,0.01953602,0.01037851,0.01037851,0.021978022,0.018315018,0.012820513,0.012820513,0.014652015,0.035409035,0.017704518,0.02014652,0.018315018,0.015873016,0.015262515,0.035409035,0.025030525,0.023809524,0.025641026,0.021978022,0.021978022,0.021978022,0.042124542,0.028083028,0.028693529,0.028693529,0.025641026,0.026862027,0.026251526,0.032967033,0.029304029,0.025030525,0.028693529,0.028083028,0.035409035,0.032356532,0.028693529,0.031135531,0.02991453,0.030525031,0.032967033,0.033577534,0.036630037,0.036019536,0.034798535,0.037851038,0.038461538,0.035409035,0.042124542,0.037240537,0.062271062,0.307692308,0.197802198,0.018925519,0.023199023,0.010989011,0.024420024,0.014041514,0.018925519,0.021978022,0.014652015,0.01037851,0.009157509,0.025030525,0.017094017,0.017704518,0.014652015,0.015873016,0.028083028,0.017704518,0.021367521,0.017704518,0.014041514,0.020757021,0.034188034,0.02014652,0.025030525,0.021978022,0.022588523,0.023809524,0.023809524,0.038461538,0.026862027,0.022588523,0.027472527,0.023199023,0.025030525,0.031135531,0.030525031,0.038461538,0.031135531,0.031746032,0.028083028,0.031135531,0.029304029,0.032967033,0.030525031,0.031135531,0.02991453,0.032967033,0.035409035,0.034798535,0.037851038,0.034798535,0.038461538,0.03968254,0.037240537,0.042124542,0.038461538,0.079365079,-1
154.7083333,154.0811404,151.0701754,21.83180363,20.55640495,18.9139569,0.478824437,0.467387423,0.434440692,2.873137168,2.901815864,2.887818266,6.358117727,6.281718951,6.185084482,127,122,114,0.001045848,278.8548872,0.001585669,10.0316261,0.001064096,311.7329094,0.001488442,9.986627608,0.001042709,288.2027027,0.001552223,10.03128048,0.001057229,389.7397683,0.001279942,10.0041905,0.317982456,0.159356725,0.019736842,0.021929825,0.014619883,0.026315789,0.013888889,0.014619883,0.027777778,0.011695906,0.012426901,0.013888889,0.022660819,0.018274854,0.015350877,0.012426901,0.01754386,0.025584795,0.022660819,0.021929825,0.020467836,0.02119883,0.02119883,0.035087719,0.030701754,0.026315789,0.027046784,0.026315789,0.021929825,0.028508772,0.045321637,0.034356725,0.034356725,0.035818713,0.030701754,0.027777778,0.032894737,0.040204678,0.035087719,0.034356725,0.033625731,0.036549708,0.035087719,0.03874269,0.036549708,0.045321637,0.038011696,0.036549708,0.043859649,0.039473684,0.041666667,0.046783626,0.043128655,0.046052632,0.04751462,0.043128655,0.046052632,0.048245614,0.084064327,0.330409357,0.135964912,0.015350877,0.013157895,0.012426901,0.028508772,0.013157895,0.01754386,0.024853801,0.013157895,0.015350877,0.016812865,0.032163743,0.016812865,0.02119883,0.018274854,0.02119883,0.028508772,0.023391813,0.023391813,0.023391813,0.01754386,0.020467836,0.032163743,0.024122807,0.032163743,0.027046784,0.032163743,0.027046784,0.03874269,0.035818713,0.025584795,0.031432749,0.030701754,0.030701754,0.032894737,0.029239766,0.036549708,0.035087719,0.033625731,0.038011696,0.034356725,0.03874269,0.035818713,0.035087719,0.034356725,0.039473684,0.03874269,0.037280702,0.042397661,0.041666667,0.049707602,0.040204678,0.043859649,0.044590643,0.044590643,0.051900585,0.053362573,0.088450292,-1
173.7598901,171.9879121,167.8895604,22.7363541,21.96530399,19.77317533,0.190411242,0.185633948,0.178414047,2.238471366,2.287279244,2.280721987,6.43018863,6.394088345,6.243948401,123,128,114,0.000836431,266.590301,0.001503173,10.37677109,0.000824913,384.0776471,0.001255533,10.37292129,0.000891429,220.6897143,0.00161482,10.29490879,0.000866709,320.5171014,0.001394145,10.3287516,0.233516484,0.171978022,0.020879121,0.029120879,0.02032967,0.013736264,0.014285714,0.022527473,0.021428571,0.014835165,0.015384615,0.015934066,0.026923077,0.023076923,0.014285714,0.016483516,0.015384615,0.036813187,0.029120879,0.025824176,0.019230769,0.015384615,0.015384615,0.023076923,0.026373626,0.028571429,0.026373626,0.022527473,0.021428571,0.019230769,0.032967033,0.031868132,0.026373626,0.028021978,0.025824176,0.022527473,0.022527473,0.02967033,0.03021978,0.028571429,0.031318681,0.026373626,0.032967033,0.041758242,0.034065934,0.02967033,0.02967033,0.031868132,0.035714286,0.030769231,0.029120879,0.02967033,0.037362637,0.035164835,0.031868132,0.036263736,0.041208791,0.036263736,0.060989011,0.262637363,0.146153846,0.019230769,0.028021978,0.015934066,0.017582418,0.012637363,0.025824176,0.016483516,0.016483516,0.018131868,0.018131868,0.023076923,0.013736264,0.024725275,0.018131868,0.017032967,0.02967033,0.022527473,0.015934066,0.017032967,0.016483516,0.015384615,0.026373626,0.02032967,0.035714286,0.025274725,0.022527473,0.024175824,0.021428571,0.030769231,0.03021978,0.029120879,0.031318681,0.023626374,0.023076923,0.021978022,0.028571429,0.03021978,0.028571429,0.032417582,0.027472527,0.035714286,0.034065934,0.033516484,0.028571429,0.030769231,0.032417582,0.031868132,0.035714286,0.033516484,0.032967033,0.035714286,0.034065934,0.032417582,0.034065934,0.047802198,0.035714286,0.067032967,-1
90.72569444,93.73341049,94.39313272,9.982932363,8.753191364,7.428631572,0.94722877,0.884067306,0.945258411,2.904155181,2.947005319,3.234300416,4.844295097,4.792759793,4.614953006,54,49,48,0.008445435,11.89453125,0.011654823,7.822028314,0.007103674,25.41282156,0.010624672,8.156892128,0.007703421,19.92632417,0.010984733,8.05325184,0.007291233,21.11814516,0.011052463,8.115262517,0.054398148,0.691358025,0.017746914,0.009645062,0.011959877,0.021990741,0.011188272,0.020833333,0.011959877,0.006944444,0.00617284,0.007330247,0.024305556,0.008487654,0.006558642,0.00617284,0.006944444,0.017746914,0.016975309,0.008873457,0.007716049,0.008101852,0.008873457,0.036651235,0.022762346,0.022376543,0.010416667,0.011188272,0.011188272,0.011188272,0.025462963,0.015817901,0.013888889,0.018904321,0.013503086,0.013503086,0.013888889,0.018904321,0.015432099,0.015046296,0.018518519,0.015817901,0.016975309,0.020447531,0.017361111,0.017361111,0.017746914,0.018132716,0.023533951,0.020447531,0.019290123,0.021219136,0.020833333,0.020447531,0.020833333,0.021219136,0.021604938,0.022376543,0.023533951,0.05632716,0.677083333,0.016589506,0.007716049,0.006944444,0.021219136,0.011188272,0.036265432,0.009259259,0.005787037,0.00617284,0.010416667,0.012345679,0.008873457,0.015817901,0.006558642,0.008873457,0.015432099,0.013117284,0.008101852,0.007716049,0.008487654,0.009259259,0.025462963,0.015817901,0.049382716,0.014660494,0.014274691,0.010802469,0.013503086,0.015817901,0.013117284,0.013117284,0.015817901,0.013503086,0.013503086,0.014274691,0.015817901,0.021219136,0.015432099,0.017361111,0.018518519,0.017361111,0.017746914,0.017361111,0.017361111,0.018518519,0.018518519,0.022376543,0.020833333,0.019675926,0.020447531,0.020061728,0.021990741,0.020833333,0.022762346,0.022376543,0.022376543,0.028549383,-1
141.5339436,144.7463768,145.0320366,18.21341907,16.60048271,14.70237802,0.584398939,0.689103876,0.762174782,2.830733476,3.269864127,3.688332925,6.0467897,5.908723353,5.7357614,124,126,118,0.001034996,205.5625,0.002253904,10.2656998,0.001076625,205.5018182,0.002290555,10.21605321,0.001279938,98.71617934,0.002984032,9.995978848,0.000976631,255.0666667,0.00195199,10.31567897,0.242562929,0.199847445,0.020213577,0.044241037,0.015636918,0.023264683,0.014111365,0.0064836,0.010678871,0.024408848,0.010678871,0.007246377,0.023646072,0.02173913,0.026697178,0.013729977,0.010678871,0.045003814,0.021357742,0.020594966,0.019832189,0.009534706,0.011441648,0.032036613,0.022120519,0.014111365,0.013729977,0.017162471,0.011441648,0.011823036,0.019832189,0.028604119,0.03279939,0.016781083,0.016399695,0.019069413,0.015636918,0.032418002,0.037757437,0.031273837,0.018688024,0.018688024,0.027841342,0.022883295,0.027078566,0.021357742,0.019069413,0.018688024,0.02173913,0.023264683,0.020213577,0.020213577,0.02173913,0.024408848,0.02173913,0.025171625,0.031655225,0.022883295,0.028604119,0.187643021,0.272311213,0.018306636,0.026697178,0.008009153,0.018688024,0.010297483,0.014492754,0.009916095,0.011441648,0.008009153,0.008009153,0.026697178,0.015636918,0.020594966,0.012585812,0.01525553,0.034324943,0.017925248,0.018306636,0.026315789,0.010297483,0.012967201,0.030892449,0.014492754,0.020594966,0.015636918,0.022120519,0.012967201,0.014492754,0.01754386,0.02402746,0.019069413,0.018306636,0.015636918,0.021357742,0.016018307,0.026697178,0.029366895,0.027841342,0.026697178,0.019450801,0.041952708,0.021357742,0.024790236,0.018306636,0.018306636,0.019450801,0.020213577,0.027459954,0.02173913,0.02173913,0.021357742,0.032418002,0.023264683,0.027078566,0.047673532,0.022120519,0.045385202,-1
97.34776335,100.2633478,100.7424242,10.68998999,9.896392497,8.57733874,0.780782391,0.885806241,0.991468199,3.277133753,3.751316098,4.298046439,5.207507852,5.109571789,4.96654928,62,62,58,0.003691451,53.76785714,0.007320195,8.683062465,0.00369249,52.43981117,0.007491231,8.675692559,0.00415217,41.15594974,0.008070184,8.573434389,0.003340413,79.54268293,0.006067531,8.801346945,0.131313131,0.438672439,0.020923521,0.028860029,0.008658009,0.025974026,0.017316017,0.01010101,0.024531025,0.026695527,0.008658009,0.01010101,0.041125541,0.025252525,0.019480519,0.015151515,0.013708514,0.036796537,0.025252525,0.025252525,0.023088023,0.016594517,0.015873016,0.046897547,0.028138528,0.023809524,0.023809524,0.020923521,0.020923521,0.021645022,0.03968254,0.038239538,0.036075036,0.025252525,0.025974026,0.026695527,0.027417027,0.045454545,0.041125541,0.034632035,0.031024531,0.031024531,0.033910534,0.031746032,0.033910534,0.033910534,0.033189033,0.033910534,0.034632035,0.035353535,0.038961039,0.037518038,0.03968254,0.041125541,0.038961039,0.04040404,0.041847042,0.041125541,0.046176046,0.122655123,0.487012987,0.020923521,0.019480519,0.01010101,0.028860029,0.007936508,0.018037518,0.014430014,0.014430014,0.007936508,0.010822511,0.016594517,0.016594517,0.032467532,0.015151515,0.016594517,0.025252525,0.016594517,0.018759019,0.022366522,0.016594517,0.02020202,0.033910534,0.023088023,0.028860029,0.021645022,0.024531025,0.020923521,0.023088023,0.031746032,0.038961039,0.027417027,0.025974026,0.026695527,0.033189033,0.026695527,0.03968254,0.041847042,0.036075036,0.037518038,0.031024531,0.036796537,0.031746032,0.035353535,0.033910534,0.033910534,0.033910534,0.035353535,0.042568543,0.04040404,0.041125541,0.041125541,0.045454545,0.041847042,0.041847042,0.047619048,0.041125541,0.057720058,-1
105.1503268,109.3404918,111.4749455,12.32446488,11.67195428,10.09412955,1.34477993,1.709022065,1.989932858,7.027788241,9.079705399,10.80023023,5.351125446,5.233328789,5.042842419,112,108,101,0.003296347,81.75777778,0.005133445,9.138398782,0.002827906,119.6510862,0.004121026,9.286671541,0.0028475,118.8880455,0.004148463,9.328730239,0.002658897,150.4729032,0.00328039,9.406938163,0.201369437,0.379084967,0.028944911,0.016806723,0.014628073,0.028633676,0.01774043,0.013071895,0.031123561,0.013383131,0.00778089,0.006847183,0.026766262,0.01276066,0.006847183,0.005291005,0.006847183,0.021786492,0.021786492,0.015873016,0.009025833,0.008403361,0.009959539,0.029878618,0.019607843,0.016495487,0.015250545,0.009337068,0.010582011,0.014316838,0.038904451,0.021475257,0.017429194,0.016184251,0.01276066,0.012138189,0.014005602,0.021164021,0.015873016,0.014316838,0.014005602,0.013071895,0.013383131,0.018985372,0.015873016,0.01556178,0.01556178,0.01556178,0.018051665,0.015873016,0.018362901,0.021164021,0.01774043,0.018051665,0.018985372,0.01774043,0.01774043,0.018674136,0.023653906,0.163087457,0.432928727,0.017429194,0.013071895,0.009648304,0.021786492,0.011204482,0.014005602,0.019607843,0.007469655,0.006224712,0.005913477,0.022720199,0.009025833,0.014628073,0.009337068,0.010893246,0.01556178,0.016806723,0.010582011,0.009337068,0.006535948,0.010893246,0.028011204,0.01556178,0.022720199,0.014005602,0.015873016,0.011515717,0.019607843,0.029567383,0.014316838,0.018051665,0.018985372,0.011826953,0.014316838,0.01276066,0.016184251,0.020852786,0.01556178,0.018674136,0.014939309,0.014628073,0.015873016,0.014939309,0.014939309,0.017117958,0.015873016,0.02054155,0.023031435,0.018985372,0.028944911,0.01774043,0.02054155,0.018674136,0.019296608,0.019607843,0.018362901,0.041394336,-1
105.6886792,109.604717,111.3314465,13.24084818,13.1046361,11.94590342,1.68331052,1.905788678,2.118665484,7.923033646,9.043716135,10.16656217,5.44697119,5.378276831,5.211691578,114,113,105,0.002566979,113.8580128,0.003920031,9.35701267,0.002156265,182.9019608,0.002719767,9.566299685,0.002157775,174.2804605,0.002866944,9.573978401,0.001980107,212.166884,0.002211919,9.674709442,0.208490566,0.298113208,0.031446541,0.015408805,0.019811321,0.030188679,0.017924528,0.01572327,0.031761006,0.014779874,0.008490566,0.006603774,0.03427673,0.018867925,0.010691824,0.006918239,0.006918239,0.022641509,0.022327044,0.019496855,0.010062893,0.00754717,0.009748428,0.035849057,0.024842767,0.022012579,0.016037736,0.010691824,0.010062893,0.013522013,0.044654088,0.021383648,0.020440252,0.01918239,0.011320755,0.011320755,0.014150943,0.024213836,0.015408805,0.014150943,0.016037736,0.013207547,0.013836478,0.018867925,0.016352201,0.01572327,0.016981132,0.01509434,0.021383648,0.017295597,0.017610063,0.020754717,0.018553459,0.017610063,0.01918239,0.018867925,0.018553459,0.018553459,0.026100629,0.145597484,0.399371069,0.020125786,0.013522013,0.013522013,0.021698113,0.010062893,0.022327044,0.022327044,0.007861635,0.007232704,0.008805031,0.025786164,0.009433962,0.014779874,0.006289308,0.013836478,0.014779874,0.014779874,0.010691824,0.009119497,0.007861635,0.014150943,0.026415094,0.016666667,0.025471698,0.016352201,0.01572327,0.014465409,0.022955975,0.031761006,0.016037736,0.01572327,0.018867925,0.011949686,0.016037736,0.014779874,0.014465409,0.020754717,0.01572327,0.023899371,0.01509434,0.016981132,0.014150943,0.017610063,0.014779874,0.016981132,0.017924528,0.017610063,0.023584906,0.021698113,0.030503145,0.018553459,0.019811321,0.020440252,0.019496855,0.020125786,0.01918239,0.041509434,-1
106.3978474,109.0620352,108.9998043,12.82164401,12.1241566,11.07827514,0.51942346,0.697295572,0.71880851,4.49714219,5.453819643,5.220456893,5.625387551,5.551739182,5.429446249,135,131,110,0.001474002,76.97718254,0.004961715,9.844824622,0.001136782,149.4607063,0.003345332,10.18389542,0.00122788,128.8366091,0.003806343,10.10959102,0.001153518,135.3134058,0.003659559,10.16671241,0.230919765,0.25518591,0.030528376,0.014677104,0.02074364,0.026614481,0.02074364,0.021330724,0.033855186,0.015655577,0.011545988,0.009197652,0.028571429,0.015459883,0.006066536,0.006457926,0.005479452,0.016634051,0.022504892,0.011545988,0.005088063,0.005283757,0.006457926,0.030528376,0.023874755,0.022309198,0.011937378,0.008023483,0.008414873,0.012524462,0.043444227,0.018786693,0.016242661,0.01369863,0.007827789,0.007632094,0.008219178,0.018395303,0.009197652,0.008806262,0.010763209,0.009393346,0.009393346,0.019960861,0.011350294,0.010763209,0.011937378,0.010176125,0.019373777,0.011937378,0.010958904,0.018786693,0.012133072,0.011350294,0.011741683,0.011350294,0.011741683,0.012328767,0.018982387,0.190215264,0.330136986,0.021135029,0.013111546,0.011937378,0.02035225,0.01409002,0.02035225,0.03072407,0.007436399,0.008414873,0.009589041,0.026223092,0.008610568,0.011741683,0.006849315,0.009197652,0.014872798,0.016046967,0.007827789,0.006849315,0.005675147,0.009197652,0.026810176,0.017221135,0.023287671,0.013111546,0.012720157,0.009980431,0.02074364,0.026810176,0.011937378,0.009784736,0.012524462,0.008806262,0.008610568,0.009001957,0.013502935,0.015459883,0.01037182,0.01409002,0.010958904,0.01037182,0.013111546,0.012133072,0.010176125,0.013307241,0.010176125,0.018786693,0.016438356,0.013502935,0.025831703,0.011937378,0.01409002,0.011350294,0.013894325,0.013502935,0.013307241,0.036594912,-1
95.37115839,100.2808511,103.4543735,10.60745179,9.395868879,8.258253184,2.089996124,2.406567446,2.420204977,9.593160066,12.8378016,13.93053308,4.757107213,4.613232212,4.631385254,102,103,94,0.012989218,20.56382979,0.010172479,7.449668666,0.011760815,23.33973711,0.011334423,7.551143122,0.012079628,30.50531401,0.00968408,7.587703432,0.011107325,47.03853755,0.008809728,7.687414165,0.047754137,0.712529551,0.015602837,0.009929078,0.006619385,0.01891253,0.009456265,0.007092199,0.015602837,0.011347518,0.007092199,0.006146572,0.022695035,0.01607565,0.008983452,0.007092199,0.009929078,0.014184397,0.017021277,0.017966903,0.012293144,0.010401891,0.010874704,0.026950355,0.021276596,0.018439716,0.017021277,0.013711584,0.013711584,0.016548463,0.026477541,0.020803783,0.024113475,0.019858156,0.01607565,0.016548463,0.01749409,0.023167849,0.020330969,0.022222222,0.019385343,0.019385343,0.019858156,0.025059102,0.023640662,0.023167849,0.022222222,0.022222222,0.024586288,0.023640662,0.025531915,0.026004728,0.025059102,0.025531915,0.025531915,0.026004728,0.026950355,0.026950355,0.027895981,0.055791962,0.711583924,0.009929078,0.002836879,0.007092199,0.013238771,0.010401891,0.019385343,0.009929078,0.006146572,0.008037825,0.008037825,0.01607565,0.008510638,0.021276596,0.009929078,0.009929078,0.010874704,0.012293144,0.015130024,0.01465721,0.010874704,0.016548463,0.022222222,0.01607565,0.019858156,0.014184397,0.015602837,0.014184397,0.017966903,0.021749409,0.018439716,0.021276596,0.021749409,0.016548463,0.018439716,0.017966903,0.021749409,0.030732861,0.021749409,0.020330969,0.020330969,0.020803783,0.021749409,0.022222222,0.021276596,0.021749409,0.022222222,0.025059102,0.027895981,0.026004728,0.028841608,0.026004728,0.027423168,0.025531915,0.026477541,0.026477541,0.026950355,0.032624113,-1
